"Incident ID1, 2, 3, 4, …",Commune (Admin2) de l'incident,lat_y,lon_x,Year,Quarter,Month,Day,Type of Sexual Violence ,Count of SV ,Perpetrator Category,# of Victims,Victim's Sex,Minor0 - 17,Adults18 - 59,Elderly60+
233,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
234,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
235,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Rape,1,Gangs,1,Female,0,1,0
236, Mirebalais,,,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
237,Croix-des-Bouquets,18.7306286,-72.3083562,2026,Qtr 1,March,26,Rape,1,Gangs,1,Female,0,1,0
238,Croix-des-Bouquets,18.7306286,-72.3083562,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
239,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
240, Carrefour,,,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
241,Cabaret,18.7343259,-72.4181932,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
242,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
243,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Rape,1,Gangs,1,Female,0,1,0
244,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Rape,1,Unknown,1,Female,0,1,0
245,Delmas,18.5553727,-72.3063117,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
246,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
247,Delmas,18.5553727,-72.3063117,2026,Qtr 1,March,26,Rape,1,Unknown,1,Female,0,1,0
248,Delmas,18.5553727,-72.3063117,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
249,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
250,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Rape,1,Gangs,1,Female,0,1,0
251,Cabaret,18.7343259,-72.4181932,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
252,Kenscoff,18.3717337,-72.2862809,2026,Qtr 1,March,26,Collective Rape,1,Gangs,,Female,0,1,0
253,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
254,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
255,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
256,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
257,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
258,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
259,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
260,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
261,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
262,Carrefour,18.5399097,-72.400102,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
263,Croix-des-Bouquets,18.7306286,-72.3083562,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
264,Croix-des-Bouquets,18.7306286,-72.3083562,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
265,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
266,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
267,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
268,Croix-des-Bouquets,18.7306286,-72.3083562,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
269,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
270,Cabaret,18.7343259,-72.4181932,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
271,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
272, Delmas,,,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
273, Delmas,,,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
274,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
275,Delmas,18.5553727,-72.3063117,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
276,Delmas,18.5553727,-72.3063117,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
277,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
278,Cité Soleil,18.5937745,-72.3102812,2026,Qtr 1,March,26,Collective Rape,1,"",1,Female,0,1,0
279,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
280,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
281,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,0,1
282,Port-au-Prince,18.547327,-72.3395928,2026,Qtr 1,March,26,Collective Rape,1,Gangs,1,Female,0,1,0
